,Question,Right,Wrong
1830,Who is Robert Pattinson?,A famous actor known for his role in the Twilight movie series.,A professional race car driver.
1831,What is a movie ticket?,A piece of paper or digital document that grants entry to a movie theater.,A type of toy.
1832,Who is Miley Cyrus?,"A popular singer, songwriter, and actress.",An astronaut.
1833,What is a film editor?,"A person who assembles, cuts, and manipulates the images and sounds of a movie to create the final film.",A teacher.
1834,Who is Chris Hemsworth?,A famous actor known for his role as Thor in the Marvel Cinematic Universe.,A professional dancer.
1835,What is a movie sequels?,A follow-up movie that continues or expands on the story or characters of a previous movie.,A type of fruit.
1836,Who is Emma Watson?,A famous actress known for her role as Hermione Granger in the Harry Potter movie series.,A professional singer.
1837,What is a film genre?,"A category of movies that share similar themes, subjects, or styles.",A type of animal.
1838,Who is Mark Wahlberg?,"A famous actor, producer, and former rapper.",A politician.
1839,What is a movie studio?,A company that produces and distributes movies.,A type of train.
1840,Who is Natalie Portman?,A famous actress and filmmaker.,A type of flower.
1841,What is a movie rating?,"A system that designates the appropriate age group for a movie, based on its content.",A type of game.
1842,What is the color of leaves?,Green,Orange
1843,What is the color of the sky?,Blue,Red
1844,What is the color of the sun?,Yellow,Purple
1845,What is the color of grass?,Green,Blue
1846,What is the shape of the moon?,Circle,Triangle
1847,What is the color of flowers?,Various colors,Black
1848,What comes out of clouds?,Rain,Ice cream
1849,What do bees make?,Honey,Chocolate
1850,What is found in an apple?,Seeds,Rocks
1851,What do birds use to fly?,Wings,Legs
1852,What does a tree have that helps it breathe?,Leaves,Flowers
1853,What do we use a fishing rod for?,To catch fish,To catch birds
1854,What lives in the water and has gills for breathing?,Fish,Dogs
1855,What do butterflies start out as?,Caterpillars,Birds
1856,What do we use a watering can for?,To water plants,To wash cars
1857,What do tadpoles turn into?,Frogs,Fish
1858,What is the largest animal on Earth?,Blue whale,Elephant
1859,What kind of animal is known for having stripes?,Zebra,Giraffe
1860,What is a natural source of light in the sky at night?,Moon,Streetlight
1861,What do we call the frozen water that falls from the sky in winter?,Snow,Sand
1862,What kind of animal is known for carrying its house on its back?,Snail,Elephant
1863,What do we call the process of leaves changing colors and falling off a tree in the fall?,Autumn,Spring
1864,What do we call the planet we live on?,Earth,Mars
1865,What kind of animal is known for having two humps on its back?,Camel,Horse
1866,What is the name of the season when trees start to grow new leaves and flowers start to bloom?,Spring,Winter
1867,What kind of animal is known for having a long neck?,Giraffe,Lion
1868,What do we call the season when the weather starts to get cold and leaves start falling off trees?,Fall/Autumn,Summer
1869,What do we call the layer of gases that surround the Earth?,Atmosphere,Hydrosphere
1870,What is another name for a mountain of snow?,Snowy Mountain/ Snow Mountain,Ice cap
1871,What kind of animal is known for using its tail to hang upside down?,Bat,Pig
1872,"What is the name of the hot, molten rock found beneath the Earth's surface?",Magma,Water
1873,What do we call the season when the weather is very hot?,Summer,Winter
1874,What do we call the season when it is very cold and there is snow on the ground?,Winter,Spring
1875,What do we call the body of water that is salty and flows into the ocean?,River,Lake
1876,What kind of animal is known for having a shell on its back?,Turtle,Monkey
1877,What is the name of the tallest mountain in the world?,Mount Everest,Mount Kilimanjaro
1878,What kind of animal is known for having a trunk?,Elephant,Giraffe
1879,What do we call the planet closest to the Sun?,Mercury,Saturn
1880,What kind of animal is known for having eight legs?,Spider,Cat
1881,"What do we call the big, bright light in the sky during the day?",Sun,Moon
1882,What kind of animal is known for being a good swimmer and using its tail to propel itself?,Dolphin,Horse
1883,What natural disaster happens when the Earth suddenly shakes?,Earthquake,Hurricane
1884,What kind of animal is known for having a horn on its head?,Rhino,Lion
1885,What do we call the season when the weather starts getting cooler and the leaves start to change color?,Fall/Autumn,Summer
1886,What is found inside an egg?,Yolk and egg white,Candy
1887,"What kind of animal is known for having a long, narrow body and slithers on the ground?",Snake,Deer
1888,What is another name for a green plant?,Flowering plant,Fungus
1889,What kind of animal is known for having wings and being able to fly?,Bird,Horse
1890,"What is the name of a large, slow-moving reptile that lives in water?",Alligator / Crocodile,Frog
1891,What do we call the season when the leaves fall off the trees and it gets colder?,Fall/Autumn,Spring
1892,What kind of animal is known for having black and white stripes?,Zebra,Elephant
1893,What is cooking?,Cooking means preparing food by heating it.,Cooking means preparing food by freezing it.
1894,What is baking?,Baking means cooking food using dry heat in an oven.,Baking means cooking food using water in a frying pan.
1895,What's the name of the tool used to mix ingredients together?,It is called a spoon.,It is called a hammer.
1896,What do you need to measure ingredients?,You need measuring cups or spoons.,You need a pencil and paper.
1897,What is a recipe?,A recipe is a set of instructions for making a dish.,A recipe is a list of names of people coming to eat.
1898,What is a chef?,A chef is a person who cooks professionally.,A chef is a person who plays basketball.
1899,What are the different types of kitchen tools?,"There are mixing bowls, spoons, spatulas, and rolling pins.","There are hammers, screwdrivers, and nails."
1900,What is an oven?,An oven is a kitchen appliance we use to cook food with heat.,An oven is a swimming pool.
1901,What is a microwave?,A microwave is an appliance that heats food quickly.,A microwave is an instrument used to play music.
1902,What is a refrigerator?,A refrigerator is an appliance that keeps food cold.,A refrigerator is a machine that washes clothes.
1903,What is a stove?,A stove is an appliance we use to cook food on the top.,A stove is a type of car.
1904,What is a blender?,A blender is a tool that mixes food or drinks together.,A blender is a garden tool.
1905,What is a toaster?,A toaster is an appliance that toasts bread.,A toaster is a type of dance.
1906,What is a frying pan?,A frying pan is a tool used to cook food on a stovetop.,A frying pan is a musical instrument.
1907,What tool do you use to cut dough into different shapes?,A cookie cutter.,A spoon.
1908,What is yeast used for in baking?,Yeast is used to make bread or dough rise.,Yeast is used to clean dishes.
1909,What is a rolling pin used for?,A rolling pin is a tool used to roll out dough.,A rolling pin is a musical instrument.
1910,What is flour?,Flour is a fine powder made from grains.,Flour is a type of cheese.
1911,Name a sweet ingredient used in baking.,Sugar.,Salt.
1912,Name a savory ingredient used in cooking.,Garlic.,Sugar.
1913,What does it mean to preheat the oven?,Preheating means turning the oven on to the correct temperature before baking.,Preheating means taking the food out of the oven early.
1914,What is the name for cooked eggs that are solid all the way through?,Hard-boiled eggs.,Soft-boiled eggs.
1915,What do you call food that is cooked in boiling water?,Boiled food.,Fried food.
1916,What is a soup?,"A soup is a liquid dish typically made by boiling meat, vegetables, or fish in stock or water.",A soup is a type of animal.
1917,What is a salad?,A salad is a dish made with mixed vegetables or fruits.,A salad is a piece of bread.
1918,What is a sandwich?,A sandwich is two slices of bread with a filling in between them.,A sandwich is a type of hat.
1919,What is a pizza?,"A pizza is a dish made with a crust, sauce, and various toppings.",A pizza is a type of car.
1920,What is a hamburger?,A hamburger is a type of sandwich with a meat patty.,A hamburger is a type of fruit.
1921,What is spaghetti?,"Spaghetti is a type of long, thin pasta.",Spaghetti is a type of bird.
1922,What is a cupcake?,A cupcake is a small cake.,A cupcake is a type of drink.
1923,What is a muffin?,"A muffin is a small, sweet bread.",A muffin is a type of car.
1924,What do you call cookies that are baked until they're hard and crunchy?,Hard cookies.,Soft cookies.
1925,What is butter?,Butter is a type of dairy product used for cooking and baking.,Butter is a type of fruit.
1926,What is a casserole?,A casserole is a dish made by cooking food slowly in the oven.,A casserole is a type of fish.
1927,What is a roast?,A roast is a large piece of meat cooked in the oven.,A roast is a type of fruit.
1928,What is a crockpot?,A crockpot is a type of slow cooker.,A crockpot is a type of hat.
1929,What is a grill?,A grill is a tool used for cooking food over an open flame.,A grill is a type of hammer.
1930,What is a mixer?,A mixer is a tool used for blending ingredients together.,A mixer is a type of car.
1931,What is a whisk used for?,A whisk is used to mix ingredients together.,A whisk is used to measure ingredients.
1932,What is a timer used for in cooking?,A timer is used to keep track of cooking time.,A timer is used to keep track of people's names.
1933,What is a cutting board used for?,A cutting board is used to cut food on.,A cutting board is used to write on.
1934,What is a colander?,A colander is a tool used to drain water from food.,A colander is a musical instrument.
1935,What is a ladle used for?,A ladle is used to serve soup or stew.,A ladle is used to clean dishes.
1936,What are tongs used for?,Tongs are used to pick up and hold hot food.,Tongs are used to write with.
1937,What is a pot?,A pot is a container used for cooking.,A pot is a type of hat.
1938,What is a pan used for?,A pan is used for cooking food on the stovetop or in the oven.,A pan is used as a musical instrument.
1939,What is gardening?,Gardening is the act of growing and cultivating plants.,Gardening is the art of building sandcastles.
1940,What do plants need to grow?,"Plants need sunlight, water, and nutrients from soil to grow.","Plants need darkness, soda, and gasoline to grow."
1941,What is the name of a tool used to dig holes for plants?,A shovel is a tool used to dig holes for plants.,A ball is a tool used to dig holes for plants.
1942,What is compost?,Compost is a mixture of decayed organic matter used as fertilizer for plants.,Compost is a type of candy.
1943,What is a seed?,"A seed is a small capsule containing a plant embryo, from which a new plant can grow.",A seed is a type of vegetable.
1944,What is the name of the process by which plants make their own food?,Photosynthesis is the process by which plants make their own food.,Telekinesis is the process by which plants make their own food.
1945,What is a plant?,A plant is a living organism that makes its own food through the process of photosynthesis.,A plant is a type of rock.
1946,What is a flower?,A flower is a part of a plant that is often brightly colored and produces seeds.,A flower is a type of animal.
1947,What is a stem?,"A stem is the main support of a plant, which carries water and nutrients between roots and leaves.",A stem is a type of food.
1948,What is a root?,A root is the part of a plant that grows underground and absorbs water and nutrients from soil.,A root is the part of a plant that grows in the air.
1949,What is fertilizer?,Fertilizer is a substance added to soil to help plants grow better.,Fertilizer is a type of drink.
1950,What is a garden?,A garden is a piece of land used for growing plants.,A garden is a type of building.
1951,What is a weed?,A weed is a plant that grows where it is not wanted and can be harmful to other plants.,A weed is a type of pet.
1952,What is pruning?,Pruning is the act of cutting back a plant to promote growth or maintain its shape.,Pruning is the act of coloring a plant with crayons.
1953,What is tilling?,Tilling is the act of preparing soil for planting by digging and turning it over.,Tilling is the act of singing to plants.
1954,What is mulch?,Mulch is a material placed on top of soil to help retain moisture and prevent weeds.,Mulch is a type of insect.
1955,What is a garden bed?,"A garden bed is an area where plants are grown, usually raised above ground level.",A garden bed is a type of mattress.
1956,What is a trellis?,A trellis is a framework of bars or wires used to support climbing plants.,A trellis is a type of hat.
1957,What is a water can?,A water can is a container used for watering plants.,A water can is a type of musical instrument.
1958,What is a garden hose?,A garden hose is a flexible tube used for watering plants.,A garden hose is a type of candy.
1959,What is a rake?,A rake is a tool used for removing leaves and debris from a garden bed.,A rake is a type of animal.
1960,What is a hoe?,A hoe is a tool used for weeding and cultivating soil.,A hoe is a type of food.
1961,What is a wheelbarrow?,A wheelbarrow is a cart with one or two wheels used for carrying heavy objects in a garden.,A wheelbarrow is a type of bird.
1962,What is a sunflower?,A sunflower is a tall plant with large yellow flowers.,A sunflower is a type of fish.
1963,What is a tomato plant?,A tomato plant is a type of plant that produces edible tomatoes.,A tomato plant is a type of animal.
1964,What is a strawberry plant?,A strawberry plant is a type of plant that produces edible berries.,A strawberry plant is a type of chair.
1965,What is a cucumber plant?,A cucumber plant is a type of plant that produces edible cucumbers.,A cucumber plant is a type of car.
1966,What is a pepper plant?,A pepper plant is a type of plant that produces edible peppers.,A pepper plant is a type of rock.
1967,What is a marigold?,A marigold is a type of flower often used in gardens for decoration and pest control.,A marigold is a type of tree.
1968,What is a daisy?,A daisy is a type of flower often used in gardens for decoration.,A daisy is a type of footwear.
1969,What is a tulip?,A tulip is a type of flower often used in gardens for decoration.,A tulip is a type of vehicle.
1970,What is a rose?,A rose is a type of flower often used in gardens for decoration and fragrance.,A rose is a type of insect.
1971,What is a pansy?,A pansy is a type of flower often used in gardens for decoration.,A pansy is a type of fruit.
1972,What is a petunia?,A petunia is a type of flower often used in gardens for decoration.,A petunia is a type of clothing.
1973,What is a geranium?,A geranium is a type of flower often used in gardens for decoration and pest control.,A geranium is a type of tool.
1974,What is a lavender?,A lavender is a type of plant often used in gardens for decoration and fragrance.,A lavender is a type of animal.
1975,What is a basil plant?,A basil plant is a type of herb often used for cooking and fragrance.,A basil plant is a type of vehicle.
1976,What is a mint plant?,A mint plant is a type of herb often used for cooking and fragrance.,A mint plant is a type of animal.
1977,What is a chive plant?,A chive plant is a type of herb often used for cooking.,A chive plant is a type of insect.
1978,What is a cilantro plant?,A cilantro plant is a type of herb often used for cooking.,A cilantro plant is a type of rock.
1979,What is a thyme plant?,A thyme plant is a type of herb often used for cooking and fragrance.,A thyme plant is a type of food.
1980,What is a lavender plant?,A lavender plant is a type of plant often used in gardens for decoration and fragrance.,A lavender plant is a type of animal.
1981,What is a potting soil?,Potting soil is soil designed specifically for growing plants in pots or containers.,Potting soil is soil used for making pottery.
1982,What does DIY stand for?,Do-it-yourself,Do-it-for-me
1983,Can you complete a DIY project without help?,Yes,No
1984,What does a toolkit usually contain?,"Hammers, screwdrivers, wrenches, etc.","Candy, pencils, stickers, etc."
1985,What is a common material used for DIY projects?,Wood,Glass
1986,Can you make a birdhouse with DIY projects?,Yes,No
1987,What do you need to paint a picture frame?,"Paint, brush, and sandpaper","Food, toy, and newspaper"
1988,What is a glue gun used for?,To attach things together,To cut things
1989,Can you sew your own backpack in a DIY project?,Yes,No
1990,What is the first thing you need when starting a DIY project?,A plan,A partner
1991,What can you use to cut fabric?,Scissors,A hammer
1992,What does a measuring tape help you with?,Measuring lengths,Drawing pictures
1993,What is a common DIY project for Halloween?,Carving a pumpkin,Making a snowman
1994,What can you use to decorate a photo frame?,"Stickers, buttons, and glitter","Sand, rocks, and leaves"
1995,What does a saw do?,Cut wood,Paint wood
1996,Can you make a bouncy ball in a DIY project?,Yes,No
1997,What do you need to make homemade playdough?,"Flour, salt, water, and food coloring","Books, pencils, and erasers"
1998,What are some supplies you might need for a DIY garden project?,"Soil, seeds, and a shovel","Toys, markers, and a ruler"
1999,What can you make with old socks in a DIY project?,Puppets or stuffed animals,Jewelry
2000,Can you build a fort in a DIY project?,Yes,No
2001,What is a staple gun used for?,Attaching paper or fabric quickly,Cutting paper
2002,What can you do with an old t-shirt in a DIY project?,Make a headband or tote bag,Build a toy car
2003,Can you make your own jewelry in a DIY project?,Yes,No
2004,What do you need to make a paper airplane?,A piece of paper,A glue gun
2005,What is a stencil used for?,To trace shapes,To cut shapes
2006,Can you make your own soap in a DIY project?,Yes,No
2007,What is a common material used for knitting in a DIY project?,Yarn,Ribbon
2008,What do you use to ignite a lighter?,Your thumb,A tennis ball
2009,Can you make your own tie-dye shirt in a DIY project?,Yes,No
2010,What does a level help you with?,Making sure things are straight,Measuring temperature
2011,What can you make with popsicle sticks in a DIY project?,Picture frames or birdhouses,A car
2012,Can you make your own lip balm in a DIY project?,Yes,No
2013,What does a drill do?,Bore holes,Cut hair
2014,Can you make your own candles in a DIY project?,Yes,No
2015,What is a splatter screen used for?,Preventing oil splatters,Cutting paper
2016,What can you make with empty toilet paper rolls in a DIY project?,Pencil holders or binoculars,Board games
2017,Can you paint your own mug in a DIY project?,Yes,No
2018,What does a sander do?,Smooth out rough edges,Cut wood
2019,Can you make your own ice cream in a DIY project?,Yes,No
2020,What is a common material used for a tie-dye shirt in a DIY project?,Fabric dye,Watercolor paint
2021,What can you do with an old book in a DIY project?,Make a bookshelf or picture frame,Cook dinner
2022,Can you make your own shampoo in a DIY project?,Yes,No
2023,What does a hole punch do?,Punch holes in paper,Cut wood
2024,Can you make your own clay in a DIY project?,Yes,No
2025,What is a common material used for a paper mache project in a DIY project?,Flour and water mixture,Sand and glue
2026,What do you need to make a wind chime in a DIY project?,"String, beads, and bells","Paper, pencils, and scissors"
2027,Can you make your own soap in a DIY project?,Yes,No
2028,What is an embroidery hoop used for?,Holding fabric tight for stitching,Cutting fabric
2029,Can you make your own bath salts in a DIY project?,Yes,No
2030,What does a hot glue gun do?,Melt glue to attach things together,Cut paper
2031,What is dance?,Dance is a way to move your body to music.,Dance is a way to fly like a bird.
2032,Why do people dance?,"People dance for fun, exercise, and to express themselves.",People dance to take a nap.
2033,What are some types of dance?,"Ballet, tap, jazz, hip-hop, and ballroom are all types of dance.","Eating, sleeping, and reading are all types of dance."
2034,What do dancers wear on their feet?,"Dancers wear ballet shoes, tap shoes, jazz shoes, or dance sneakers.",Dancers wear sandals or boots on their feet.
2035,What do ballet dancers wear?,"Ballet dancers wear a leotard, tights, and ballet shoes.","Ballet dancers wear a raincoat, jeans, and sandals."
2036,Can boys and girls both dance?,Yes! Everyone can dance.,"No, only girls can dance."
2037,Can animals dance like people?,"No, animals can’t dance like people.","Yes, animals can dance better than people!"
2038,What is a dance floor?,A dance floor is a special place to dance on and it is often made of wood or tiles.,A dance floor is a place to play video games.
2039,What is a dance studio?,A dance studio is a place where people go to take dance lessons.,A dance studio is a place where people go to eat cupcakes.
2040,Who teaches dance?,A dance teacher teaches dance.,A scientist teaches dance.
2041,What is a recital?,A recital is a performance when dancers show what they have learned in class.,A recital is a parade with giant floats.
2042,What is a dance costume?,A dance costume is special clothing that dancers wear when they perform.,A dance costume is a Halloween costume.
2043,Why do dancers stretch before they dance?,Dancers stretch to warm up their muscles and help prevent injuries.,Dancers stretch to take a nap.
2044,What do dancers use to help them keep time?,Dancers use music to help them keep time.,Dancers use a stopwatch to help them keep time.
2045,What is a choreographer?,A choreographer is the person who creates the dance steps for a dance performance.,A choreographer is a type of bird.
2046,What is a partner dance?,A partner dance is a type of dance where two people dance together.,A partner dance is a type of race.
2047,What is a solo dance?,A solo dance is a type of dance where one person dances alone.,A solo dance is a type of game.
2048,What is a dance routine?,A dance routine is a set of dance moves put together in a specific order.,A dance routine is a recipe for cookies.
2049,What is a plie?,A plie is a ballet move where you bend your knees while keeping your back straight.,A plie is a type of fruit.
2050,What is a pirouette?,A pirouette is a ballet move where you spin on one foot.,A pirouette is a type of car.
2051,Why do some dancers wear tutus?,Tutus are a type of costume worn by ballet dancers.,Tutus are a type of snack food.
2052,What is an arabesque?,An arabesque is a ballet move where you stand on one foot and extend the other leg behind you.,An arabesque is a type of sandwich.
2053,What is a plow?,A plow is a move where you slide your feet on the ground.,A plow is a type of machine used to make smoothies.
2054,What is a chasse?,"A chasse is a ballet move where you step, close your feet together, and step again.",A chasse is a type of dinosaur.
2055,What is a tap step?,A tap step is a move where you make noise with your feet by hitting the floor or your tap shoes.,A tap step is a type of flower.
2056,What is a shuffle step?,A shuffle step is a tap step where you brush your foot forward or backward and then step on it.,A shuffle step is a type of dance move where you spin around.
2057,What is a turn?,A turn is a move where you spin around in a circle.,A turn is a move where you jump up and down.
2058,What is a leap?,A leap is a move where you jump from one foot to the other.,A leap is a move where you slide on the ground.
2059,Why do jazz dancers wear jazz shoes?,Jazz shoes help jazz dancers slide and spin across the floor.,Jazz shoes help jazz dancers fly in the air.
2060,What is a jazz square?,"A jazz square is a move in jazz dance where you step forward, step to the side, step back, and step to the other side.",A jazz square is a type of game.
2061,What is a high kick?,A high kick is a move where you lift one leg up in the air.,A high kick is a move where you wiggle your toes.
2062,What is a box step?,"A box step is a move where you step forward, step to the side, step backward, and step to the other side.",A box step is a type of animal.
2063,What is a hip-hop move?,"Hip-hop is a type of dance where you do fast, cool moves to hip-hop music.",Hip-hop is a type of vegetable.
2064,What is a worm?,A worm is a hip-hop move where you lie on your stomach and wiggle your body across the floor.,A worm is a type of insect.
2065,What is a moonwalk?,A moonwalk is a move where you slide backwards while looking like you're walking forward.,A moonwalk is a way to jump really high.
2066,What is a breakdancer?,A breakdancer is a type of dancer who does cool moves like spinning on their head or doing the worm.,A breakdancer is a type of airplane.
2067,What is a freeze?,A freeze is a cool breakdance move where you stop suddenly and hold a pose.,A freeze is a type of dessert.
2068,What is a pop and lock?,A pop and lock is a breakdance move where you quickly tense and relax your muscles.,A pop and lock is a type of musical instrument.
2069,What is a waltz?,A waltz is a ballroom dance where you move around the dance floor in a circle.,A waltz is a type of flower.
2070,What is a cha-cha?,The cha-cha is a ballroom dance where you take small steps and move your hips.,The cha-cha is a type of bird.
2071,What is a tango?,"The tango is a ballroom dance where you take long, sweeping steps.",The tango is a type of fruit.
2072,What is a foxtrot?,"The foxtrot is a ballroom dance where you take smooth, flowing steps.",The foxtrot is a type of animal.
2073,What is a samba?,The samba is a ballroom dance where you move your hips and dance to fast music.,The samba is a type of car.
2074,What is a rumba?,"The rumba is a ballroom dance where you take small, slow steps and move your hips.",The rumba is a type of house.
2075,What is a paso doble?,The paso doble is a ballroom dance where you pretend to be a bullfighter and bull.,The paso doble is a type of pasta.
2076,What is a comic book?,A book that uses pictures and words to tell a story,A book without any pictures
2077,What is a graphic novel?,A longer comic book that tells a complete story,A comic book with only a few pages
2078,Who are some popular comic book characters?,"Spider-Man, Batman, Superman, Wonder Woman","Mickey Mouse, Spongebob Squarepants, Dora the Explorer"
2079,Who creates comic books?,Artists and writers,Teachers and doctors
2080,Where can you read comic books?,"At a comic book store, library, or online",At a paint store or gas station
2081,What is a speech bubble?,A bubble in a comic book that shows what a character is saying,A bubble that you blow outside
2082,What is a thought bubble?,A bubble in a comic book that shows what a character is thinking,A bubble that you drink from
2083,What is a panel?,A square or rectangle on a comic book page that contains a single image or scene,A type of sandwich
2084,What is a page?,A sheet of paper in a comic book that contains multiple panels,A piece of candy
2085,What is a cover?,The front of a comic book,The back of a comic book
2086,What is a spine?,The edge of a comic book where the pages are bound together,The edge of a tree leaf
2087,What is a publisher?,The company that produces and prints comic books,The person who delivers your mail
2088,What is a superhero?,A character in a comic book who has powers or abilities beyond those of a normal person,A person who wears a cape and mask for Halloween
2089,What is a supervillain?,A character in a comic book who opposes the superhero and often has evil motives,A person who loves to eat vegetables
2090,What is an origin story?,A comic book that tells how a superhero or villain gained their powers or became who they are,A story about a magical unicorn
2091,What is a crossover event?,A comic book storyline where characters from different comics come together in one story,A type of dance move
2092,What is a spin-off?,A comic book series that focuses on a supporting character or idea from another series,A type of amusement park ride
2093,What is a retcon?,A change made to a character's history or continuity in a comic book,A type of computer virus
2094,What is a trade paperback?,A collection of comic book issues that are bound together in a book format,A type of sandwich made of bread and peanut butter
2095,What is cosplay?,Dressing up in costumes as characters from comic books,Making pottery out of clay
2096,What is a convention?,"A gathering of comic book fans where publishers, artists, and writers showcase their work",A type of medical procedure
2097,What is a variant cover?,A special cover for a comic book that differs from the standard cover,A type of hat
2098,What is a graphic memoir?,A graphic novel that tells the story of a person's life,A type of fruit
2099,What is a graphic adaptation?,"A comic book version of a novel, movie, or TV show",A type of board game
2100,What is a webcomic?,A comic book that is published on the internet,A type of insect
2101,What is a splash page?,A full-page image in a comic book that is used to introduce a scene or setting,A type of swimming pool
2102,Who is Stan Lee?,A writer and editor who created many famous comic book characters,A famous musician
2103,Who is Jack Kirby?,An artist who created many famous comic book characters,A famous chef
2104,Who is Chris Claremont?,A writer who created many famous comic book storylines for the X-Men,A professional athlete
2105,Who is Alan Moore?,"A writer who created many famous graphic novels, including Watchmen and V for Vendetta",A famous actor
2106,Who is Joe Shuster?,An artist who co-created Superman,A famous scientist
2107,Who is Frank Miller?,"An artist and writer who created many famous comic book storylines, including Batman: The Dark Knight Returns and Sin City",A famous author
2108,What is the difference between a comic book and a graphic novel?,"A graphic novel is longer and tells a complete story, while a comic book is usually shorter and part of a series",There is no difference between a comic book and a graphic novel
2109,What are some stories that people tell each other about gods and magical creatures?,"Many cultures have different stories about gods, goddesses, and mystical creatures like dragons, unicorns, and mermaids. These stories are called mythology and folklore.",People only tell stories about things that really happened.
2110,What is Zeus known as?,Zeus is known as the king of the gods.,Zeus is known as the king of the plants.
2111,Who is the god of the sea?,Poseidon is the god of the sea.,Zeus is the god of the sea.
2112,Who is the queen of the gods?,Hera is the queen of the gods.,Athena is the queen of the gods.
2113,What kind of creature is Medusa?,Medusa is a monster with snakes for hair.,Medusa is a friendly mermaid.
2114,Who is the god of wine?,Dionysus is the god of wine.,Hades is the god of wine.
2115,Who is the god of the underworld?,Hades is the god of the underworld.,Zeus is the god of the underworld.
2116,Who is the goddess of love?,Aphrodite is the goddess of love.,Demeter is the goddess of love.
2117,What kind of creature is Pegasus?,Pegasus is a winged horse.,Pegasus is a bird.
2118,Who is the god of the sun?,Apollo is the god of the sun.,Ares is the god of the sun.
2119,What is a centaur?,A centaur is a creature that has the upper body of a human and the lower body of a horse.,A centaur is a creature that has the upper body of a horse and the lower body of a human.
2120,Who is the god of war?,Ares is the god of war.,Hermes is the god of war.
2121,What is a nymph?,A nymph is a female spirit that is associated with nature.,A nymph is a type of bird.
2122,Who is the goddess of wisdom?,Athena is the goddess of wisdom.,Artemis is the goddess of wisdom.
2123,What is a minotaur?,A minotaur is a creature that has the head of a bull and the body of a man.,A minotaur is a creature that has the head of a lion and the body of a man.
2124,Who is the god of fire?,Hephaestus is the god of fire.,Demeter is the god of fire.
2125,What is a harpy?,"A harpy is a half-bird, half-woman creature.",A harpy is a type of butterfly.
2126,Who is the messenger of the gods?,Hermes is the messenger of the gods.,Hestia is the messenger of the gods.
2127,What is a dragon?,"A dragon is a mythical, fire-breathing creature.",A dragon is a type of bird.
2128,Who is the goddess of corn and agriculture?,Demeter is the goddess of corn and agriculture.,Hecate is the goddess of corn and agriculture.
2129,What is a gorgon?,A gorgon is a woman with snakes for hair and the ability to turn people to stone.,A gorgon is a type of fish.
2130,Who is the god of trade and commerce?,Hermes is the god of trade and commerce.,Apollo is the god of trade and commerce.
2131,What is a basilisk?,A basilisk is a serpent-like creature that is said to be able to kill with a single glance.,A basilisk is a type of flower.
2132,Who is the goddess of childbirth and motherhood?,Hera is the goddess of childbirth and motherhood.,Aphrodite is the goddess of childbirth and motherhood.
2133,What is a phoenix?,A phoenix is a bird that is said to rise from its own ashes after it dies.,A phoenix is a type of dragon.
2134,Who is the god of the sky?,Zeus is the god of the sky.,Demeter is the god of the sky.
2135,What is a sirens?,A siren is a creature that lures sailors to their doom with their enchanting voices.,A siren is a type of mermaid.
2136,Who is the god of the hunt?,Artemis is the god of the hunt.,Aphrodite is the god of the hunt.
2137,What is an oracle?,An oracle is a person or place that is believed to be able to communicate with the gods and provide advice or predictions of the future.,An oracle is a type of animal.
2138,Who is the goddess of magic?,Hecate is the goddess of magic.,Persephone is the goddess of magic.
2139,What is a chimera?,"A chimera is a creature that has the body of a lion, the head of a goat, and the tail of a serpent.",A chimera is a creature that has the body of a dragon and the head of a lion.
2140,Who is the goddess of the moon?,Selene is the goddess of the moon.,Hestia is the goddess of the moon.
2141,What is a werewolf?,A werewolf is a person who can transform into a wolf or a wolf-like creature.,A werewolf is a type of bird.
2142,Who is the god of love and desire?,Eros is the god of love and desire.,Dionysus is the god of love and desire.
2143,What is a banshee?,A banshee is a female spirit in Irish mythology that is believed to herald the imminent death of a family member.,A banshee is a type of giant.
2144,Who is the queen of the fairies?,Titania is the queen of the fairies.,Circe is the queen of the fairies.
2145,What is a giant?,A giant is a humanoid creature that is much larger and stronger than a human.,A giant is a type of bird.
2146,Who is the god of the forge?,Hephaestus is the god of the forge.,Ares is the god of the forge.
2147,What is a faun?,A faun is a creature that has the body of a human and the legs of a goat.,A faun is a type of fish.
2148,Who is the goddess of sleep?,Nyx is the goddess of sleep.,Persephone is the goddess of sleep.
2149,What is a mermaid?,A mermaid is a mythical creature that has the upper body of a woman and the tail of a fish.,A mermaid is a type of bird.
2150,Who is the god of the sea in Roman mythology?,Neptune is the god of the sea in Roman mythology.,Hermes is the god of the sea in Roman mythology.
2151,What is a griffin?,A griffin is a creature that has the body of a lion and the head of an eagle.,A griffin is a creature that has the body of an eagle and the head of a lion.
2152,Who is the god of thunder?,Thor is the god of thunder.,Apollo is the god of thunder.
2153,What is a troll?,A troll is a mythical creature that is often depicted as ugly and mischievous.,A troll is a type of bird.
2154,Who is the god of fire in Roman mythology?,Vulcan is the god of fire in Roman mythology.,Dionysus is the god of fire in Roman mythology.
2155,What is a kraken?,A kraken is a giant sea monster that is said to dwell off the coasts of Norway and Greenland.,A kraken is a type of fish.
2156,Who is the god of love in Roman mythology?,Cupid is the god of love in Roman mythology.,Eros is the god of love in Roman mythology.
2157,What is a unicorn?,"A unicorn is a mythical creature that is often depicted as a horse with a single, spiraled horn on its forehead.",A unicorn is a type of bird.
